text_clean,label
"Happy you're excited,but I rarely get sick and I got my flu shot and 2 days later I feel awful. My son had the both types of the flu when he was little and I hugged and kissed over him and I did not get sick. Now years later I am required to get a flu shot for school and The flu shot made me sick. I'm going to school for nursing and was required to get this shot,but I also believe in common sense and those ""inner knowings..""😂. I know this vaccine made me sick. I know that books and lectures teach there part but as people we have intuition and something is not right with these vaccines.",-1
"If you will, please list the other ways to build immunity without getting the flu shot. Thanks, and I subscribed, and clicked the bell!",-1
Full of shit,-1
"Is it possible, that as your body builds the immune response to defend against the flu, that your immune system can be weakened enough to allow other viruses to make you sick. Viruses that your healthy body was otherwise defeating prior to the flu vaccine being introduced in to your system?",-1
Alright please. I hear you my Doc. Blessings!!!,1
I Don't get flu shots nor do I rarely ever get sick! My mom has been sick for a month and I did not get sick at all! I got the blood of Jesus who protects me from sickness!,-1
I will be getting mines ASAP,0
"I WAS A WIC CERTIFIER AT A COUNTY HEALTH DEPT.ONE OF THE SENIOR RN'S I WORKED WITH WORKED AT THE CDC IN ATLANTA(DEEP UNDERGROUND)SHE EMPHATICALLY STATED THAT IT WAS A COMPLETE CRAPSHOOT(26,000 VIRUSES ATTEMPTING TO TARGET ONE VIRUS)W/ ADDITIONAL ADDITIVES THAT ARE NOT MEANT TO BE IN OUR SYSTEMS.......PERIOD!!",0
I worked at a daycare years ago and they were giving flu shots to all the employees. I got the shot and that same day before the end of my shift I was so sick I couldn't even hold my head up. I was out sick with the flu immediately after. I have not had a flu shot in almost 20 years and will never get the shot again.,-1
Is it the right practice to ask your doctor exactly what viruses your flu dose will protect you from or is there a real answer? I went to my physician yesterday and got my flu shot ! How truly coincidental this is your subject! Keep being awesome Dr Jen!,1
She definitely lying. Do NOT get the flu or COVID shots.,-1
Ask Ditch Mitch McConnell about the polio vaccine. Too late to ask General George Washington about his soldiers getting the smallpox vaccine to help win the Revolutionary War.,1
natural selection ...,1
That would be NEVER,0
Thank you everybody for watching. Stay well! Dr. Dhand's Website: Dr Dhand’s MetThrive Natural Fat Loss and Insulin Resistance Reversal Program: Dr. Dhand's Natural Health Store (USA/North America): Dr. Dhand's Natural Health Store (UK/Europe): Dr Dhand Free Newsletter Sign-Up:,-1
The flu jab caused my 4yr old daughter to develop encephalitis (brain inflammation) two weeks after the jab. She is lucky to be alive.,-1
"I lost alot of faith in the medical system and doctors in general, during the pandemic.",1
My comment about the positive things of flu shots has been erased. For sure.,1
O now you are pushing another poison stop bothering us with your BS,-1
The govt and CDC and BBC are all in it together and it is all about controlling you.,0
"Thank you Dr. Dhand, God bless you.",1
I don't believe anything the medical community says any more,-1
In Canada we-re also up against the same corruption that you pointed out here... thank you for everything you do! Your courage is like a breath of fresh air. 🇨🇦,1
"@drsuneeldhand Excellent video, at 40 is that man possibly low on testosterone? I see quite a few men gaining weight around this time of their lives. Also women after 40's early 50's gain weight and that seems to be a lack of estrogen. It's not the total cause but still seems to be an important factor. Anyway let us know. Thank you.",1
The truth will set you free…❤Thank you for this truth.,1
Will never have the flu jab Rather treat with natural remedies,-1
The flu shot is now an MRNA shot.,-1
Spot on mate.,0
"There are rehab programs for alcoholism and drug addiction, but so many people are addicted to chemicalized foods that are death-dealing. A rehab program for junk food addiction could help so many people if it involved learning how to prepare good tasting, healthy foods that don't lead to binging. Wholesome foods that are fresh and simply prepared are great tasting and satisfying. How to grow foods simply and eat your own garden foods would be so helpful to people. There are people on the internet that grow potatoes in Amazon boxes. Growing food doesn't have to be complicated if you're just growing things for yourself and family. The main goal should be health and energy --not weight loss. The weight is a symptom that will correct with healthy habits not a goal at any cost for its own sake. The healthy habits need to include walks in the park, happy relationships, prayer.",-1
"Good Job, Doctor.Cheers",1
Thank You Dr For This Informative Videp.,1
"If you're vulnerable take it,it's inactive so can't give you the flu virus but arms the immune system ready incase you do catch the flu,preventing further life threatening complications and keeping you out of hospital The vulnerable must listen to their Drs and take their advice who know their medical history,don't listen to social media,listen to you drs! Flu is still One of the biggest killers..",-1
What else have they put into the flu shot that no one knows about?,0
"My worry is that the evil ones running the world are putting poison in the Covid, flu, pneumonia, shingles, etc shots. I don't think it's being put in every shot, but I do believe it's a part of population control and euthanasia. JMO.",-1
FLU SHOT HAS BAD THING EATING MY BLOOD CELLS DOCTER AND NURSE KILLING US.,-1
"Suggesting alternative treatment options ""muddies the waters"" and causes others to second guess whether they should or should not take the vax. It is exactly the same playbook used during the pandemic. This goes completely against informed conscent when you push just one 'solution' while not informing patients of the numerous alternative routes they could take.",-1
A vax which does not stop you from getting the virus leads to mutations of said virus. Some virus's (e.g. flue) are incredibly adaptive and will evolve to avoid the vax protection. This simply leads to a stronger virus and a more vulnerable population. And when this happens the advice is always the same same - more vax's!,-1
"I am in good shape, with a normal MRI, a male, in my mid-70's. I get the flu vacination every year as I had the flu in 2000 and even if the injection gives me a small amount of protection, I want to take it. I never want to get infected ever again. I am of the belief that I have been infected since 2000, but all the cases were mild; so I believe that the vaccination helped. However I exercise regularily and have a healty diet---that certainly helps.",-1
"Hmmm, I wonder why they are pushing the flu vaccine now JUST as with Covid and JUST as the BBC and American MSM did then. Their ""strategy"" is childish in its obviousness and insult to human intelligence. This is ONLY another vector to introduce God knows what along with the myriad of other stupid infantile policies and actions under the covers and facades of ""health"" and the ""environment"". Yea, right. SURE, give me another vaccine of whatever and keep covering the clouds so we get even LESS Vit D, and nahhhh I don't mind a little more Generally Considered Safe mystery ingredient in my FOOD!!! These are sociopaths minding their draconian handlers and instituting their draconian initiatives. Watch, critical supplements will be next under the guise of ""safety regulatory requirements"".🙄",-1
"The SAME 3-letter agencies that we trusted in the 60's to vaccinate the ENTIRE population against Rubella, Small Pox and other vital inoculations is the SAME one that has broken ALL trust by its evil deceptive actions which are now known. Pity, they kill us with their unnecessary poisons and they kill us going without critical ones out of a complete lack of trust now. There are SOME things in humanity which just can NOT be corrupted and this is one of them. Trust is broken, hope is broken in these systems EVER being valid or trustworthy again. I NEVER took a flu shot out of no noticeable efficacy, which is still true with the added prohibition due to US government 3-letters being in charge of it. A new system has to be built and this one prosecuted and torn down to start a TRUE benevolent and conscious entity in its place.",-1
So refreshing to see a medical dr being honest and actually having the general public interest at heart,1
It has a very low effective rate since it began less then 10%!!..don't trust big pharma period!!,-1
The flu shot- 48% mercury.,-1
42? He looks at LEAST 72. His weight is double what it should be. I'd like to know his Vitamin D levels and his possible smoking and alcohol habits. There is probably a vast amount of facts and data we don't have. Did he take the COVID mRNA injections?,-1
"My doctors lie, gaslight, and bully all the time.",-1
"I concur with you wholly. I wish my doctor was honest as you. She categorically said to me that I foods can help reduced BP. , when I asked her about it. She did not want to entertain me discussing the plant based options. She went on and prescribed synthetic medication and I refused to take it and up my efforts with the natural foods , exercise, sleep etc and this was over a year ago and my BP is lowered . I took my BP readings at the surgery and she has access to it but she has not once contacted me to ascertain what I am doing. I did tell that I did not take the medication she prescribed. I do not consider her to be a caring doctor.",-1
"Your passion is amazingly crazy,The universe loves you 🙏❤️",1
"Honesty is always the best policy, and we do not have to be highly educated in the field of modern medicine to be far ahead of dishonest Doctors.",1
Thank you for spelling out the objective truth. My issue is that so many of my medical friends have not returned to practice after all the Covid lies - we cannot fake or pretend we believe the b.s. nor can we go along with the b.s. to keep our jobs. So all that is left are those who either lack integrity or lack intelligence. HOW do we get medicine BACK to honest science which medical professionals with integrity & intelligence can support?,-1
The shot isn't a cure!,0
Covid vaccine killed more people than the virus!,-1
I won't take a flu shot! Haven't in years. I Haven't caught the flu in 50 years!,1
Thanku. For. Sharing. This,1
"Thankfully, I’ve never gotten one",1
"Thank you for your honesty, it’s very rare these post truth days!",1
Plus the guys beard is a potential unsanitary pathogen nest.,0
"I’m 73 & have NEVER taken the flu shot & never will; when my mother was alive, she would religiously take it every year & it always put her in the hospital, but she blindly believed in her doctor and continued taking it until she died!",-1
Of course they are.,0
"The last flu shot I had was in 2013 ,no more since then",-1
Good thing they're free as i cant afford their required vaccines,-1
Dr Dhand we thank you for your guidance and care,1
"Tell my daughters dad that , raging alcoholic, fatty liver, borderline diabetic, and his daughters hide his issues and he hides it as well. Seriously, people are blind on their own issues.",-1
Why would anyone want a needle in their arm at the end of the day? It defies natural logic,-1
Very much appreciate your commitment to health and our autonomy around personal health decisions. Thank you!,1
I have to say; he looks older than 42.,0
"The flu shot has covid vaccine in it ,",-1
"I had my only flu jab back in 1970 at the age of 19. Within 15 minutes of being stabbed I collapsed. I vowed, there and then, to never repeat the experience. I am now in fighting-fit robust health at the age of 74 without the need for any more mumbo-jumbo stabbings of any ersatz 'vaccine'.",-1
"Research natural neuraminidase inhibitors. Viruses can use neuraminidase enzyme to make entry holes to access inside of cells for viral replication. Other enzyme blockers that viruses use, can be manged by quercetin. This compound is avaiable in capsule form or in onions and apple peels. Other natural antiviral is lactoferrin from colostrum. It blocks viruses and bacteria from accessing iron. This leads to faster eradication of the bad bugs.",-1
I wish you are my doctor🙏,1
DAD comorbidity ....fat out of shape sure there is more issues....,1
Our bodies have their own Immune System. Look after it and trust it. It is more intelligent than anything offered by corporations and governments.,-1
I never get the flu shot Could the 42 years old man be Diabetic ?,-1
Our ancestors never took flu shots and humans are still here😅,1
Taking the flu shot can make you have the symptoms for weeks😅,-1
Sunil Dhand probably have more enemies in than Trump😂,-1
"Smart, and honest,thanks. Only few of them in white doing not for just money, thinking! Don't forget stories of REAL, supermind doctors who were abused, killed by pharma companies, politicians and mainstreamhead doctors in the (old) past!!",-1
"Also take Vitamin C esp during the winter Months,which like vitamin D is well.known for to help your immune system from.get- ting sick",-1
"Basically if you want to avoid catching the Flu and keeping well during the winter Months,then go to your local Holland & Barrett store ,and get NATURAL vitamins IE Vitamin D,because in the winter months you don't get vitamin from the sun Also the natural vitamins are in your body 24 /7 unlike the fake COVID 19 vaccine Also both Me and my brother and his family have not had COVID once,In.the Last 5 years since 2020,only my nephew Caught COVID,because he dated a COVID 19 vaccine",-1
"Basically just like the COVID 19 vaccine I've not had,nor will I have the flu vaccine",0
You’re right… I believe what you are saying as a Doctor because that for me is a huge factor that many tend to ignore…,-1
they talk about the danger in the flu but not the flu shot but its important to know bothe,-1
"How does it ""prevent spread"" when vaccines actually shed for 10 days? Lie!!",-1
So I’m battling my excess weight at the moment and I’m still overweight ( but not obese) I don’t want a flu shot. Should I get one at 71?,0
What is your view about the shingles vaccine,0
Tysm Dr Dhand!!,0
This doctor who gave me a flu shot he use my arms like he was throwing a dart on a dart board game and when i yelled out he just laughed😢,0
My brother and i- will never take any shots the only one we took was the flu shots) and we end up having strep throat we will never do that again and the strep throat for us was bad)😢,-1
NHS nurse here Sorry not in a risk group to even consider getting a flue jab. Sadly regret getting covid vaccination as qll those clowns threaten us being moved if not getting one,-1
"They hardly ever tell the truth about anything, where there is money to be made!",1
Good point 👌 DOCTOR,1
"I am 78 years old and can still run upstairs, I would say that guy would have difficulty walking up them..",-1
"I've stopped all my family from getting the flu, and Covid vaccine wake up people",-1
"I give you truth, I'm never getting another shot for the rest of my life. I have COPD and have had covid twice and im good today so no thanks, my immune system is good enough.",-1
"They are now spreading lies that mrna is boosting chemo results positively and stomping upon those who talk abt turbo cancer with the narrative ""sibgle-patient experience"".",-1
"I never had the flu. The military forced me to get a flu shot each year, and each year after the shot I got an intense fever. After my stint, I never took a shot again, and I never will. That was 46 years ago. The China virus shot is just as suspect. My doctor tried to convince me, but I didn't like what the results were that I read about. The doc says I was putting others at risk, but that wasn't logical. 1. I wasn't sick or symptomatic, and still not. 2. If others got their China virus shot, then why are they worried about me? Many of those that took the vax still got the virus, and now they wanted to give them boosters. I""ve been around people and the risk factors were high according to the CDC. Still not sick, and in my 60's. Someone is lying. Also, YT says this comment might be inappropriate. Why?",-1
"Why is the man getting a flu shot after he had already contracted the flu ⁉️ Are our doctors even taking immunology courses anymore ⁉️ It's basic immunology: if you contracted the disease and recovered, then you are immune to it for a period of time and the immunity is superior to that from vaccines.",-1
"Never, Never,,Never! Never had a flu shot, never got my kids one, they are grown with kids of their own which are not getting flu shots. After being sick for five years from one Covid vaccine, our family has lost trust forever!, for eternity!!!",-1
I'd appreciate a direct response. TY. *** my case: MSer ♀️ 73 in Southern CA. My 🦵 collapsed out of nowhere while standing on porch after COVID 💉. So 🚫 the MS since age 14. Only 🆕 thing was this MRNA shot. Put me in wheelchair. Have you heard of or personally seen similar ⁉️ TY,-1
My sister and her husband believe that all the medication the doctors gives are only helping them get well they even took shots too,-1
My brother and I had a real bad strep throat😢,-1
We will never take another flu shots or any other shots again we had strep throat when we took a flu shot,1
"I am unable to have flu shots due to almost dying from angioedema after having it in 1975. I spent a week struggling to breathe. One week vomiting and with diahrea to get rid of the access mucous. And one week barely being able to stay awake due to hardly being able to sleep or eat for the first two weeks. I have a diagnosis now and It's official that the flu shot causes this deadly reaction and I am unable to tolerate it. I had one COVID shot and had the same reaction. It was just lucky we have anti-histamines now and the reaction did not get as bad. Still I developed bursitis in my shoulders and more sensitivity to some foods. I still have a cough leftover from my reaction to the C shot 2 years ago. I am still waiting for a good GP to help me with a plan to manage my condition. I seem to have found one. I just have to wait now for the specialist appointments -again. During the COVID era my former GP recommended I have a second vaccine that has now been recognized as an antagonist for an angioedema reaction. So much for the caring doctor we all knew and loved at one stage. My new doctor mentioned I may need to go on medication to lower my immunity, which I am loathe to do seeing as I've always been this way. I'll get advice from my naturopath who has been trying to help me through the aftermath of my reaction. The way I see it; chemicals caused my reaction. Perhaps they are not the solution.",-1
"I like this, I'm 70 and have never had the jab, eat many salads in the week and 5 days every week in the gym. However, this is my sister's point of view: Well he has some good points and as you know I’m keen on keeping myself fit. However 1) I certainly read in mainstream media that being overweight was a risk factor for the impact of Covid and 2) I’m not sure that being overweight is an ‘underlying medical condition’. I’ve nothing against what he’s saying (though having had flu once and being exposed to student germs I do have the vaccine) but I feel that for someone going on about being open and honest he is also twisting the truth",-1
I totally agree. I have been in practice 40 plus years. After your first statement I thought immediately that this guy had insulin resistance. You do not see these outcomes in healthy thin non insulin resistant. I never ever take flu shot.,1
After the whole Covid19 ordeal I do not trust the American health care system one bit.,-1
I've gotten the flu shot for years. I have immune disorder and untold to get it. This year I got it and it affected me so harshly I can't even tell you. I told the pharmacist I was in agony for days after the shot. It scared me,-1
"See that is where we differ, I do not believe all these people and headlines they are putting in front of us are real. It is fear porn. Have you heard of crisis actors? Some of these stories may be true, but I’ll wait till it happens to the people in my circles to believe. Speaking of which, during Covid, my ex husband and I saw things quite differently. I cannot tell you how many funerals he’s been too. And we found this year he has cancer. That’s all I need to know. Proceed with caution ⚠️",-1
It is the reason for the flu season!,-1
Thank you for the info. Yes I shall never trust again.,1
Very good info. I feel most fortunate despite a bit of a belly (beer) I take lithium and no other meds. I've never had a flu jab or the offerings. I am 66 and touch wood remain pretty fit.,-1
Death shot and now with added fake convid serum,-1
"Very re, assuring vlog. 😂😂😂😂😮😮😮",1
"If it wasn't for NDAs, Thousands of us would be talking.",0
Well said,1
"Oh my God, check your volume",1
Keep The Clot Shots. Its Safer To Just Get A Flu.,-1
Hi I had the flue jab and I got the flue 3 days later was very ill had to see the Doctor who gave me steroids and later Antibiotics.I have Asthma and a week chest ended up in hospital for a day .I will never ever have a flue shot ever ever again.,-1
ETERNAL GRATITUDE BELOVED EARTH ANGEL aka Dr. SUNEEL DHAND🙏🏿💚😇🙏🏽,1
"I broke down and had a flue shot 15 years ago. Spent the better part of a week flat on my back with the flue. Never again. Survived Covid as did my wife, children and grandchildren.The only one that got sick was a son-in-law who had to get the shot for work. Nothing beats a healthy fully functioning immune system.",-1
I didn't take the Jab and ive only had 1 flu shot in my whole life and im 65 in good shape.,-1
We will never take a flu shots ever again,1
"I HAVE NOTICED THAT DOCTORS ARE NOW INDISCRIMINATELY WITH NO TESTING, JUST A CHEST X-RAY, STATING THAT PEOPLE HAVE COPD AND ARE PUSHING INHALER MEDICATIONS ON PEOPLE WITH NO SYMPTOMS???????????????????? IS THERE A PUSH FOR THESE MEDICATIONS FROM PHARMA? I AM IN CANADA IF THAT MAKES A DIFFERENCE.",-1
I refused the flu shots and the Covid shots....had none,-1
I've never had a flu shot I'm 66 and I've actually got the flu at thIS moment it's not very nice UK 😢,1
"I have not have a flu shot for years , am 72 Yrs. old ! I never catch the flu! My colds develope as a one tonsil irritation! Then gone! I think all these shots add to susceptibility later on! 😮",1
"In the UK many GPs don't think thaprediabetes is serious. They often don't understand diet, and wait until somebody is fully diabetic. sadly.",-1
"My sister tried to walk out and leave the hospital after having a small stroke. She was restrained, drugged, and ventilated (for non medical reason to force her into an mri machine she didn't want.). According to them, once a person enters the hospital they lose their rights to make decisions.",-1
other than the vaccines at birth ive never in my life taken flu shots covid shots or any shots was i ever tempted ??? short answer NOPE lol no junk in my veins,-1
I almost died from a flu shot when I was 39 years old. I was hospitalized and I said NEVER AGAIN. Fast forward to the plandemic…..I got some sniffles and a light fever…..no shots ever. I walk EVERYDAY.,-1
"I work in a hospital that requires the flu shot for continued employment. When I ask about the efficacy data for the current year's shot, no one knows.",-1
"Early on in the Covid pandemic one of my coworker's had a family reunion. Her mother, father, and an aunt, in their 60s, contracted Covid and died within a few weeks. A cousin was in an ICU for more than a month. It was devastating to the family. She commented to me that all of them were extremely obese.",-1
"Lies are what we expect from the bbc, nothing surprises me anymore. The NHS is not trusted, and we have a government, that constantly lies.",-1
You can't make a vaccine for the flu or coronavirus! They mutate too quickly! Why are people so stupid?,0
"The Polish President (Andrzej Duda) said the same thing about the flu vaccine: that he almost died after the shot, ended up in the hospital, and that he would never take another one! And then he allowed Poles to be vaccinated against C19.",-1
"You are the best… tell it as it is , you are giving us the information we all need to get our health on track for the long run 👏🏽👏🏽👏🏽",1
Ooo i was really healthy He says. Got 2 pillows shoved up me front lol Body mass death mass 😮,-1
"Thank you, Dr Dhand.You're always spot on",1
"He looks rather overweight, may smoke, or sedentary.",-1
"My family got the flu back in 1975 it was bad , i was 12 at the time, and that was the last time. I haven't had the flu nore a fever since . I never get the flu shot , but I was convinced to take the covid shot because of my son and friend, never again. I just turned 62, and I don't take meds either .",-1
"Such an excellent Doctor, a proper Doctor , thank you so much for your integrity, we have not had the Covid vaccination ,or the Flue Vaccination.",1
I got it on my GP advice because my parents were in their90's. I ended up coughing for 6 months and endured a swollen arm from shoulder to finger tips.... one and only time. Never again,-1
God gave us everything we need to be healthy natural healing 🥑🥝 herbs exercise sunshine fresh air.,-1
Thanks for your honesty I'm over 60 and did not get covid vax. It's less than one percent fatal oh I have 5 underlining conditions but wasn't going to let liars call shots on my body. Last time I got a flu shot I was sick for 2and a half months that was 30 years ago. I have zero respect for fda cdc and the best friends on news media. I was looking for the doctor whose name rhymes with kook. I'm so sick of liars counting their money for lying to people. Thanks again.,-1
"My exemployer, a hospital, made all employees get a flu shot or lose their job, each year. Research done on last year's flu vaccination showed those that got the vaccine got the flu at 137% over those that did not.",-1
Lesson learned. NEVER taking ANY injected poisons ever again. Never trusting any government ever again.,-1
"One jab I would recommend is the TB jab...we have hundreds of thousands even millions of illegal immigrants now in and around us...I can tell you first hand that those from Somalia, Eritrea, Sudan and many others, 75% of those nations carry the TB virus...also, we have jabs if we travel to Africa, I wonder how many of these have jabs to come here ?????",-1
"I will never, and have never, had a flu jab, my father had the flu jab and he contracted the worst flu he'd ever had, it almost killed him..needless to say he never had that jab again....im now 67 years young and hand on heart, I havent had flu since I was 13....so what is this flu jab and why are school children being forced to have it ?",-1
I have never had a flu Jab and Never will. I’m 83 and think I may have had the flu once in all those years.,-1
I am telling them no last time I had one I had a stroke. Do nt do it. 0:00,-1
Thank you Dr. Dhand! I appreciate your honesty. Ive been trusting the Lord and listening to true wisdom. Im blessed!,1
"I’ve never had vaccine either and I’m a retired nurse. So, I had to wear a mask while caring for patients. I also never had a covid vaccine. I don’t trust the government, CDC or WHO. Sad but true!",-1
"The more they push the jabs, the more I refuse. Why is it mandatory? Look at all the deaths and injuries from these jabs. My neighbor is a doctor. She is very pushy about us getting every jab. However, she has refused to get them. She says she is exempt because of a jab reaction. What a two faced liar. I will never get another jab.",-1
Thankyou for being so honest about this article💖🙏💖,1
This doctor seems sincere but he himself is a salesman for his own products. Give me a medical professional with no monetary interests.,1
I would like to know your opinion about getting a shingles shot. I am 71 and in bad health and I don’t trust that I should get it . Please let me know your opinion on this .,-1
"These flu shots do nothing but decrease or immunity to our body is not strong when viruses come around. You get so sick when you take the flu shot I haven’t taken it for years . This year, family and friends that have taken it have really gotten sick .",-1
"I developed an acute kidney injury after a high-dose influenza vaccine one year ago. After a rapid and unprecedented (for me) development of bubbles in my urine, as a retired doctor I suspected proteinuria, which was confirmed by lab testing, which also documented a substantial decrease in my eGFR. It’s possible that I had similar but less intense immune reactions after several prior standard-dose flu vaccines but the level of proteinuria was not sufficient to trigger visual changes in my urine. Many folks not trained in healthcare might spot bubbles but not realize what it can signify, so influenza vaccines may cause more kidney injuries than the medical literature reflects.",-1
It’s all about population control.,0
"My brother my other half he was my rock, found Dead in his apartment he had the flu and was not feeling well he had taken the flu shot he also took the jab during the C-19 I am sure his doctors convinced him to take the booster. My brother was a diabetic he also had kidney problems. He was a veteran and always kept his appointments with his VA doctors. I personally feel they were responsible for my brother's death. I will forgive, for my own sanity but I won't forget 😭",-1
"Well said doc but where there is money involved, nobody will listen to common sense in today's world!",1
I believe they're thinning the herd taking out the dumbasses,-1
I never had one and will never have one. Saw too many become ill after taking the flu shot. Good food is the best medicine.,-1
My flu jab is my Lord Jesus never have flu and covid jab and well. Prayer is the greatest healing power. 🙏🙏,-1
I declined the flu shots. Increased your immunity.,-1
Never had a flu shot and and never had the flu.,1
Its the medical profesdion that is not being honest. The media reports what the medical profession tells them.,-1
You speak the truth!! Get some sun folks.,1
Thank you Doc!,1
"My 91-year-old aunt who lives on her own got the flu shot over two weeks ago and has been extremely sick ever since! She said she's never been this sick before in her life! I talked to her yesterday, more than two weeks after the shot, and she still sounds horrible! When she went to the doctor for her regular B12 shot, she asked and the nurse said... That happens to some people after the shots!🥴",-1
The BBC should climb out of the journalistic gutter,0
They whant to kill many people as possible,-1
"I took the flu shot as an adult only one time. Within a few days, I came down with the flu 👎🏻. Never took it again. Also, why would anyone take a flu shot that is last year‘s strain…? How is that supposed to help you with the current season’s flu??! Ridiculous!🙄",-1
No co-morbidities on that guy? Give me a break. It is very rare to see someone young and in good health get serious complications from influenza but it does happen.,-1
"You didn't mention Big Pharma who pay Doctors to promote all the ""Suspect"" medication!",-1
Never been anything but a Big Pharma/Big Government scam.,-1
Thank you for bringing awareness to this topic 🙏the health system is driven by profits...not health!,-1
I guess everyone here a youtube doctor now. Stop being selfish.,-1
"Every year i have received a letter an email, text message from health insurance saying that the flu jab is 100 💯 save?! Maybe ? but why they are pushing so hard ? 🤔😙😚😩",-1
"I had a doctor tell me in 2022 that Covid Vaccines was designed to target a certain group people and if the public knew it that they would be going nuts ! What group of people he never said ! I have come to a conclusion that taking any Vacccine is like playing Russian Roulette ,depending on your Health, Immunity you don't have a clue how a Vaccine is going to effect you!",1
So thankful for your insights as a Doctor.,1
"Never took vaccine shots long before covid...never will in the future. Covid came and went, never got sick. .",-1
Thank you so much for enabling us to read between the lines and what isn’t being said .I agree that many articles are not looked at in the whole /entirety I wish I had known this before I only had it because my husband is at high risk grr,1
"Oh, yea, I don't do the Flu or Pneumonia shots. I've bee leary of them anyways and then after Cov.id. I'm like ummm No. I didn't do the Cov.id shot after I heard it had not been tested and obviously I'm glad I didn't. Besides I got Cov.id right out of the gate when it first came out and ended up in the hospital. I'm guessing, not positive, that I have immunity??? Hopefully so. That's still a question. I'm even worried now about my 19 mo old grandson and all these new vaxx's, since my kids were little in the early 90's. Even then they were adding more and more vaxx's to the point where I was like, all these new vaxx's can't be good on the body.",-1
I denied the flu shot years ago and most of my co workers got extremely sick and we were about to close down due to so many people out sick,-1
"In the 70s I relented to have a flu shot. I’ve never liked vaccinations. Several days later I came down with the worst case of flu I’ve ever had. Never had another flu shot and never will again. I don’t trust their mystery juice. Despite media warnings during Covid, and threats from Biden saying, “My patience is wearing thin!” my wife and I determined that “We will not comply!” I’ve never regretted that decision.",-1
Money. Money Money it's pathetic . No money in curing illness. Exercise Good nutrition.,-1
"Just do what’s right for you based on your experiences and I’ll do what I know is right for me based on my experiences. I took the flu shot every year since it started until 2017, and I was sickern’ hell every winter. I stopped that BS in 2017 and suddenly came down with a rash of 8 years of extremely good health (so far at this point in time). The greatest blessing that came out of my taking the flu shot & the experiences and lessons it taught me was that it was so easy for me to leave the COVID Bioweapon death jab alone.",-1
"Another indicator of poor Mr. Clark's abysmal underlying health condition is the premature greying/whitening in his beard - at only 42 years old! If he were single, he wouldn't exactly be date bait. For the sake of his family, I hope he mans up and joins a proper exercise and diet program so he'll be with his loved ones long enough to help with grandchildren. Instead, he's sitting taking telephone calls, probably on paid time, trying to convince other people to take the flu shot. AND ""they"" got him to take a flu shot when he was still recovering from his near death experience in the hospital and presumably had enhanced immunity anyway. Does anyone smell medical malpractice/",-1
Never had a flu shot or Covid never will corrupt drs and politicians,-1
"It seems that people would rather risk serious conditions that may be connected with the flu shot, like dementia, rather than catch the flu",-1
"Fifty years ago, I took a flu shot. I stopped because I didn't think it prevented illness, but NOW, since the mRNA BIOWEAPON of Covid Vax I AVOID ALL INJECTIONS OFFERED. I cannot trust them; the ""studies"" are not interpreted properly.",-1
As a critical care Nurse I totally agreed. That’s why I got out of healthcare I can’t condone the dishonesty In medicine 💊,1
"I can tell you, from childhood every year I expected to contract a flu infection, flu time was not a good time. This was the norm' until one year my usual expected annual flu infection knocked me down, I mean really knocked me down! After my recovery I promised myself to get an annual shot. For the last 25 years I have had the injection, I can tell you I have had the occasional nuisance winter colds and sniffles, but not once have I had influenza.",1
Thanks So Much Doctor!!! For Being Honest!!! God Bless You! AMEN!!! 🥰✝️🌺🙏🏽🤗🐬,1
Thank you Dr,1
"I love your videos. I have seen you speaking with John Campbell as well. I have a massive gut since going through peri menopause. I look like I'm pregnant every time I eat. I have been advised that I am not diabetic so I am wondering if I still have insulin resistance. It's a bit confusing. Anyway, I will join your newsletter and so on. Thanks. X",1
Of course the medical system doesn't tell the truth. Not telling truth is there pay check.,-1
There's another doctor that does videos called informed consent Fridays and he reads the inserts that come in the package with the flu shot and there's all sorts of garbage in it and the side effects are terrible,-1
Some lady my friend knows had flu shot had a stroke and died.,-1
I recall in the past it being reported that the flu vaccine was formulated to protect against the three most prevalent strains that particular year.,1
"God send you to help us,thank you,as I said before I can feel your anger against those monsters,your heart is pure ,God bless you for your outbox intelligent.🙏",1
"I don't believe anything they say,I believe in myself and know that I don't need this shit,the problem with GP they treat everyone the same from fat people who are unhealthy and to the people who eat well don't drink or smoke or eat ready meals food they put us in same categories,🙏",-1
"AGREE, THANK YOU",1
"I'm 63, as soon as COVID hit, I knew I would never take the shot.. I got COVID and was fine..I also never got get any vaccinations..If you go to Walmart or CVS, it looks to me like there is a targeted campaign against elderly to take these terrible shots.",1
"Thanks , just makes common sense. Use your doctor vs local pharmacy for medical treatment and advice . My legal drug dear , cvs pharmacy, keeps texting come down get your flu shot . I think best to just take on whatever mother nature throws at me. Thanks again",-1
"People have forgotten they have an immune system. The government has brain washed people through the pandemic, people have forgotten they have a brain to make decisions. I have heard from another doctor on You Tube that last years flu vaccine was dormant, maybe thats why there is a rush to vaccine. Not many of the population dropped off. Officials knew it was dormant but they still carried on with the roll out.x😊",-1
"The MSM manipulates, it doesn't inform.",0
"A good presentation. Here in the UK the campaign for it’s use is well under way, but one of the well known news channels did (briefly) publish some statistics that suggested that the available jabs are likely only about 33% effective for reasonably healthy older people. Of course there was a lot of scare mongering about the mutation of the virus at large, so you might be better off with the jab. What they did not say was anything on the negative side, to do with any risk of injury caused by the product on offer. I’m not using it at all this year.",-1
I have had it with and without. I got more violently ill without the shot than with it,-1
